chr3	171812223	171812236
chr2	203108993	203109006
chr2	226428057	226428070
chr6	8085200	8085213
chr16	10328412	10328425
chr1	24719028	24719041
chr1	24752776	24752789
chr20	25179135	25179148
chr7	27047328	27047341
chr9	36411615	36411628
chr17	36848695	36848708
chr22	37592597	37592610
chr2	39234942	39234955
chr19	45737233	45737246
chr8	47278373	47278386
chrX	47298093	47298106
chr13	49907741	49907754
chr7	50436592	50436605
chr18	54968470	54968483
chr2	61090507	61090520
chr2	63871339	63871352
chr11	66607713	66607726
chr9	83885685	83885698
chr1	84852104	84852117
chr7	96826259	96826272
chr12	109885831	109885844
chr6	119829682	119829695
chr9	121289900	121289913
chr9	131317364	131317377
chr9	136558212	136558225
chr5	145405759	145405772
chr4	151313470	151313483
chr1	202959339	202959352
chr10	96841095	96841108
chr9	134020395	134020408
chr2	191806636	191806649
chr6	7058569	7058582
chr12	70590996	70591009
chr15	80955674	80955687
chr7	106568985	106568998
chr19	3300717	3300730
chr4	26105995	26106008
chr7	12801337	12801350
chr7	54785450	54785463
chr12	93569869	93569882
chr12	57454599	57454612
chr3	185685702	185685715
chr7	84013798	84013811
chr12	74401237	74401250
chr3	134336727	134336740
chr1	47942074	47942087
chr7	48092652	48092665
chr13	108972161	108972174
chr1	8059414	8059427
chr2	53804306	53804319
chr5	102049083	102049096
chr4	120557586	120557599
chr11	14895195	14895208
chr12	70053214	70053227
chr1	101150880	101150893
chr16	2551720	2551733
chr2	241315856	241315869
chr1	15785281	15785294
chr3	52154797	52154810
chr1	54856553	54856566
chr6	125014550	125014563
chr6	135088987	135089000
chr2	138443376	138443389
chr6	9527818	9527831
chr22	36881725	36881738
chr15	70826767	70826780
chr2	85705769	85705782
chr19	2672002	2672015
chr20	3118109	3118122
chr1	8118953	8118966
chr16	11627963	11627976
chr19	13142920	13142933
chr19	14510388	14510401
chr10	32095532	32095545
chr17	41533167	41533180
chr17	45175301	45175314
chr19	45887543	45887556
chr1	47254132	47254145
chr14	49875997	49876010
chr16	66512734	66512747
chr2	69581933	69581946
chr13	98993692	98993705
chr12	127129916	127129929
chr8	140759794	140759807
chr6	159700605	159700618
chr19	17689156	17689169
chr22	37607693	37607706
chr8	55847730	55847743
chr17	56943919	56943932
chr6	75691196	75691209
chr2	85469197	85469210
chr14	93105575	93105588
chr7	98798454	98798467
chr10	99985804	99985817
chr9	123934499	123934512
chr8	125221299	125221312
chr9	129470766	129470779
chr7	138986599	138986612
chr3	9422861	9422874
chr4	11488033	11488046
chr9	90868757	90868770
chr9	110303329	110303342
chr2	185668916	185668929
chr4	38858038	38858051
chr1	225520807	225520820
chr7	7719500	7719513
chr11	72962281	72962294
chr17	937004	937017
chr17	14209437	14209450
chr10	58278494	58278507
chrX	134600908	134600921
chr8	43211280	43211293
chrX	70023543	70023556
chr5	143882698	143882711
chr1	21077352	21077365
chr3	27677815	27677828
chr1	31111396	31111409
chr17	50933560	50933573
chr10	63703269	63703282
chr16	68628866	68628879
chr4	85743519	85743532
chr12	110312801	110312814
chr5	119323229	119323242
chr9	124144076	124144089
chr3	125079747	125079760
chr7	130946427	130946440
chrX	151897337	151897350
chr1	159510341	159510354
chr3	11772124	11772137
chr11	12810034	12810047
chr1	36248501	36248514
chr11	71947746	71947759
chr7	115707467	115707480
chr17	75839357	75839370
chr8	123858658	123858671
chr5	159230862	159230875
chr1	44154282	44154295
chr16	47038410	47038423
chr2	55489667	55489680
chrX	70554243	70554256
chr16	82405110	82405123
chr3	65575437	65575450
chr1	116687885	116687898
chr9	127965651	127965664
chrX	46331177	46331190
chr11	93407994	93408007
chr12	110330785	110330798
chr1	179137753	179137766
chr2	226020341	226020354
chr10	69217369	69217382
chr2	140866039	140866052
chr14	31048690	31048703
chr22	37728385	37728398
chr1	45556828	45556841
chr16	47881765	47881778
chr1	75964212	75964225
chr14	102579780	102579793
chr16	19107947	19107960
chr19	47723731	47723744
chr7	47999586	47999599
chr12	88582029	88582042
chr8	25065740	25065753
chr6	52163699	52163712
chr3	105647231	105647244
chr3	111735595	111735608
chr19	53793240	53793253
chr10	69439917	69439930
chr4	101181003	101181016
chr4	1043836	1043849
chr1	52055755	52055768
chr15	75523186	75523199
chr16	81144345	81144358
chr19	2524971	2524984
chr7	88888882	88888895
chr12	21526210	21526223
chr4	42302605	42302618
chr11	64566755	64566768
chr1	84792628	84792641
chr5	95595740	95595753
chr10	110529219	110529232
chr15	55196937	55196950
chr12	121326270	121326283
chr1	36218343	36218356
chr3	45677329	45677342
chr7	151552621	151552634
chr15	37995826	37995839
chr11	47376771	47376784
chr19	15844014	15844027
chr14	52878678	52878691
chr12	110254035	110254048
chr2	135056993	135057006
chr2	150166174	150166187
chr1	231603470	231603483
chr2	239524052	239524065
chr10	29618773	29618786
chr5	89556462	89556475
chr12	121840354	121840367
chr6	148892463	148892476
chr6	40819410	40819423
chr6	31972019	31972032
chrX	3026253	3026266
chr10	3091737	3091750
chr19	5176664	5176677
chr7	5245109	5245122
chr7	6444224	6444237
chr4	7749554	7749567
chr2	9387165	9387178
chr2	10341402	10341415
chr3	11188506	11188519
chr16	11311829	11311842
chr2	11612145	11612158
chr16	18940216	18940229
chr16	19413475	19413488
chr13	21137915	21137928
chr2	24108852	24108865
chr10	24815054	24815067
chr1	25352447	25352460
chr1	25892340	25892353
chr8	26243814	26243827
chr8	26573619	26573632
chr1	28418432	28418445
chr16	28490711	28490724
chr6	28951812	28951825
chr8	29641812	29641825
chr7	30551928	30551941
chr1	31162750	31162763
chr12	32678004	32678017
chr6	36711854	36711867
chr6	38417724	38417737
chr17	41846488	41846501
chr17	42247904	42247917
chr15	42471682	42471695
chr12	43792785	43792798
chr22	43915586	43915599
chr2	45447399	45447412
chr19	45722713	45722726
chr19	45728787	45728800
chr20	50087028	50087041
chr16	50504357	50504370
chr8	53885565	53885578
chr17	59216811	59216824
chr15	62119603	62119616
chr17	62130377	62130390
chr11	62840434	62840447
chr17	63462577	63462590
chr15	64432561	64432574
chr7	66355856	66355869
chr16	68133216	68133229
chr16	68495868	68495881
chr4	69526052	69526065
chr2	70289762	70289775
chr14	70848969	70848982
chr6	73568331	73568344
chr10	73729444	73729457
chr7	74172161	74172174
chr7	76360391	76360404
chr6	78235458	78235471
chr5	80489875	80489888
chr8	80899436	80899449
chr5	91301720	91301733
chr11	93720425	93720438
chr8	97627209	97627222
chr12	100679232	100679245
chr3	101182945	101182958
chr12	104605530	104605543
chr7	111364586	111364599
chr9	111852952	111852965
chr1	116110004	116110017
chr3	123605255	123605268
chr6	125985736	125985749
chr5	126761868	126761881
chr4	127699120	127699133
chr9	127725225	127725238
chr3	129626090	129626103
chr9	137001794	137001807
chr9	137699626	137699639
chr4	140069273	140069286
chr1	165797773	165797786
chr2	173939716	173939729
chr5	177545612	177545625
chr1	178748802	178748815
chr5	179542816	179542829
chr3	185558172	185558185
chr3	190038187	190038200
chr3	197751583	197751596
chr1	200654364	200654377
chr2	235459009	235459022
chr16	1086691	1086704
chr6	3126642	3126655
chr19	3380054	3380067
chr16	4179237	4179250
chr7	6448561	6448574
chr12	6586751	6586764
chr17	7810117	7810130
chr1	8142048	8142061
chr19	8204462	8204475
chr4	8556894	8556907
chr11	9458934	9458947
chr1	10195818	10195831
chr10	11819209	11819222
chr18	11946193	11946206
chr1	12587196	12587209
chr19	14502858	14502871
chr19	16718568	16718581
chr16	17319496	17319509
chr8	18117078	18117091
chr7	19079332	19079345
chr7	22524198	22524211
chr18	23636627	23636640
chr8	25186428	25186441
chr10	27156058	27156071
chr1	27192438	27192451
chr6	27889438	27889451
chr1	28509027	28509040
chr6	28643939	28643952
chr14	31165899	31165912
chr20	31574603	31574616
chr3	32542462	32542475
chr7	32692163	32692176
chr9	34641749	34641762
chr22	35536379	35536392
chr9	36397154	36397167
chr6	37130969	37130982
chr2	37533380	37533393
chr17	37643636	37643649
chr15	40679378	40679391
chrX	41330495	41330508
chr6	41742678	41742691
chr12	42609787	42609800
chr22	42635023	42635036
chrX	43134665	43134678
chr18	45951512	45951525
chr7	47441232	47441245
chr19	47631281	47631294
chr18	48744876	48744889
chr3	49042626	49042639
chr3	50663556	50663569
chr10	50849847	50849860
chr12	51327199	51327212
chr12	52282286	52282299
chr12	52908279	52908292
chr8	54152147	54152160
chr14	55599518	55599531
chr7	55794704	55794717
chr5	56097671	56097684
chr12	57245425	57245438
chr17	59847170	59847183
chr18	60893019	60893032
chr2	62806424	62806437
chr12	64818493	64818506
chr16	67689093	67689106
chr16	69539658	69539671
chr8	70549465	70549478
chr17	72789088	72789101
chr6	73514226	73514239
chr15	73539344	73539357
chr17	78568639	78568652
chr17	78876414	78876427
chr5	80182599	80182612
chr7	88227395	88227408
chr15	90722163	90722176
chr6	101639093	101639106
chr7	102134651	102134664
chr4	102512402	102512415
chr10	103230177	103230190
chr12	106336606	106336619
chr11	107014142	107014155
chr11	107842573	107842586
chr12	108822110	108822123
chr11	110194273	110194286
chr7	115839017	115839030
chr11	118168949	118168962
chr12	120452748	120452761
chr12	120908021	120908034
chr8	125372017	125372030
chr9	127740734	127740747
chr9	128306496	128306509
chr7	129524610	129524623
chr7	131013547	131013560
chr9	131317319	131317332
chr2	134903943	134903956
chr9	136882924	136882937
chr7	139160483	139160496
chr3	142088664	142088677
chr6	149861567	149861580
chr1	150592618	150592631
chr4	152357374	152357387
chr2	172121295	172121308
chr4	179226846	179226859
chr1	179294585	179294598
chr4	183423484	183423497
chr1	183493635	183493648
chr4	188109330	188109343
chr3	195905253	195905266
chr1	197400365	197400378
chr3	197957511	197957524
chr1	202424377	202424390
chr1	211653489	211653502
chr1	212027880	212027893
chr1	230134162	230134175
chr2	230855764	230855777
chr19	5773857	5773870
chr6	14944790	14944803
chr17	43125653	43125666
chr2	53286586	53286599
chr11	63689439	63689452
chr8	77902712	77902725
chr4	74441947	74441960
chr5	96734326	96734339
chr5	143040837	143040850
chr4	185504711	185504724
chr2	27752762	27752775
chr8	38059035	38059048
chr20	49155037	49155050
chr5	145681848	145681861
chr6	150866353	150866366
chr9	130448232	130448245
chr1	19210320	19210333
chr6	19279601	19279614
chr20	32036948	32036961
chr11	103092202	103092215
chr3	165126040	165126053
chr3	189551167	189551180
chr1	227070874	227070887
chr3	57802185	57802198
chr15	67680749	67680762
chr4	85823380	85823393
chr2	196400277	196400290
chr3	62940958	62940971
chr16	87779309	87779322
chrX	119736600	119736613
chr5	168274603	168274616
chr1	207707579	207707592
chr12	46558140	46558153
chrX	54077043	54077056
chr17	64739411	64739424
chr11	102760594	102760607
chr9	108551652	108551665
chr12	112112057	112112070
chr7	139729276	139729289
chr5	178192447	178192460
chr5	179678576	179678589
chr3	186791421	186791434
chr1	202803112	202803125
chr17	7150590	7150603
chr8	66534743	66534756
chr6	30516193	30516206
chr2	46353680	46353693
chr10	97070150	97070163
chr10	114025500	114025513
chr3	197309773	197309786
chr11	46554363	46554376
chr6	130503375	130503388
chr9	16063019	16063032
chr10	3668508	3668521
chr6	43481273	43481286
chr4	9848497	9848510
chr1	169611073	169611086
chr1	19894401	19894414
chr13	90594906	90594919
chr4	153514866	153514879
chr15	41689999	41690012
chr12	77943673	77943686
chr13	45340627	45340640
chr13	46297205	46297218
chr1	101193915	101193928
chr4	4914280	4914293
chr20	19628804	19628817
chr7	129959554	129959567
chr4	26220950	26220963
chr22	28629585	28629598
chr12	49833015	49833028
chr15	58803767	58803780
chr7	99372466	99372479
chr11	124536009	124536022
chr12	124924341	124924354
chr1	204507160	204507173
chr3	12394128	12394141
chr7	29376126	29376139
chr8	38526057	38526070
chr11	61972901	61972914
chr15	71431526	71431539
chr10	100839258	100839271
chr2	143629495	143629508
chr2	241279623	241279636
chr17	15920892	15920905
chrX	29479366	29479379
chr9	73144062	73144075
chr7	74393813	74393826
chr7	74394727	74394740
chr7	131424430	131424443
chr8	67063336	67063349
chr16	87853740	87853753
chr4	139740627	139740640
chr3	171967369	171967382
chr12	51773566	51773579
chr6	56718465	56718478
chr9	113808797	113808810
chr17	42674263	42674276
chr7	56033732	56033745
chr9	107480509	107480522
chr10	113736138	113736151
chr11	128481362	128481375
chr3	138805623	138805636
chr6	138992161	138992174
chr16	11867143	11867156
chr8	93846712	93846725
chr9	105842246	105842259
chr6	113645144	113645157
chr7	129826436	129826449
chr6	151354725	151354738
chr2	196608105	196608118
chr2	230223090	230223103
chr12	29796982	29796995
chr10	69269953	69269966
chrX	120475648	120475661
chr17	32184152	32184165
chr1	101291831	101291844
chr19	10954250	10954263
chr18	9902471	9902484
chr10	14602313	14602326
chr10	33157321	33157334
chr3	49465382	49465395
chr1	59446402	59446415
chr8	76506515	76506528
chr6	137904698	137904711
chr1	243267553	243267566
chr11	7977456	7977469
chr19	8082017	8082030
chr18	9779797	9779810
chr5	36641151	36641164
chr16	69706401	69706414
chr11	84948151	84948164
chr13	97766923	97766936
chr3	186827832	186827845
chr2	200728736	200728749
chr14	64410293	64410306
chr3	150372001	150372014
chr12	7960633	7960646
chr7	35027155	35027168
chr1	35076572	35076585
chr3	42760706	42760719
chr6	46925708	46925721
chr14	63801625	63801638
chr17	64694849	64694862
chr9	86348703	86348716
chr7	99224483	99224496
chr12	110056024	110056037
chr1	112394154	112394167
chr5	115847570	115847583
chr1	145985867	145985880
chr6	166384155	166384168
chr4	168883041	168883054
chr1	6219849	6219862
chr3	12739877	12739890
chr10	14176528	14176541
chr10	14392132	14392145
chr10	25059186	25059199
chr20	34390814	34390827
chr19	40225113	40225126
chr22	40595173	40595186
chr22	50541921	50541934
chr15	55318151	55318164
chr5	69520901	69520914
chr17	75675204	75675217
chr10	86175763	86175776
chr15	89915588	89915601
chr10	97279546	97279559
chr10	124118059	124118072
chr2	177419461	177419474
chr2	206648170	206648183
chr2	207331020	207331033
chr17	35063745	35063758
chr4	40505141	40505154
chr7	123727239	123727252
chr7	151797895	151797908
chr3	156628481	156628494
chr2	176681091	176681104
chr19	5537337	5537350
chr10	33484933	33484946
chr12	57520809	57520822
chr17	77886511	77886524
chr3	100425577	100425590
chr8	122639320	122639333
chr18	26436344	26436357
chr16	71505129	71505142
chr4	111281425	111281438
chr8	123541372	123541385
chr2	177397983	177397996
chr1	219089192	219089205
chr8	21492543	21492556
chr3	105998114	105998127
chr11	6703710	6703723
chr2	96557090	96557103
chr4	152176858	152176871
chr5	168647174	168647187
chr16	1310177	1310190
chr6	35710418	35710431
chr7	92634326	92634339
chr1	93814200	93814213
chr11	129633805	129633818
chr17	15092027	15092040
chr1	100220096	100220109
chr19	2042368	2042381
chr19	17255243	17255256
chr10	63114194	63114207
chr14	67636609	67636622
chr1	100622127	100622140
chr9	111728748	111728761
chr3	14526305	14526318
chr10	99430811	99430824
chr2	213991629	213991642
chr4	74330428	74330441
chr16	20919002	20919015
chr17	54901717	54901730
chr12	92206785	92206798
chr3	129628352	129628365
chr10	32948722	32948735
chr17	44636845	44636858
chr2	238547358	238547371
chr14	68401500	68401513
chr12	18723960	18723973
chr1	155241303	155241316
chr2	8598466	8598479
chr22	28953088	28953101
chr22	37158509	37158522
chr17	57377384	57377397
chr10	58278478	58278491
chr4	111070602	111070615
chr1	182616338	182616351
chr7	26099494	26099507
chr10	32149883	32149896
chr13	43072617	43072630
chr1	46077807	46077820
chr7	74285133	74285146
chrX	45173052	45173065
chr3	51344571	51344584
chrX	54639390	54639403
chr3	114879226	114879239
chr1	160827604	160827617
chr19	7784195	7784208
chr12	47815665	47815678
chr10	63375644	63375657
chr6	117536484	117536497
chr4	158282416	158282429
chr2	174145952	174145965
chr11	95680761	95680774
chr13	22235494	22235507
chr6	27134568	27134581
chr1	31111421	31111434
chr20	31730637	31730650
chr20	33369434	33369447
chr6	35341652	35341665
chr15	41142618	41142631
chr2	42987320	42987333
chr17	45587693	45587706
chr2	62561807	62561820
chr14	64556707	64556720
chr5	74829609	74829622
chr6	75367597	75367610
chr7	76602442	76602455
chr5	76937704	76937717
chr11	85619785	85619798
chr4	88438077	88438090
chr8	98058848	98058861
chr6	106181122	106181135
chr1	111664325	111664338
chr10	122933421	122933434
chr3	156314965	156314978
chr1	232704913	232704926
chr12	2884287	2884300
chr17	5846183	5846196
chr4	8594826	8594839
chr16	10637864	10637877
chr20	13881067	13881080
chr2	23902602	23902615
chr16	25168102	25168115
chr6	27748839	27748852
chr1	28235392	28235405
chr18	31927161	31927174
chr2	43648634	43648647
chr1	44552624	44552637
chr3	49347804	49347817
chr17	58786068	58786081
chr17	59848892	59848905
chr6	63452302	63452315
chr7	66196117	66196130
chr2	73157378	73157391
chr16	88600466	88600479
chr15	92802184	92802197
chr9	98072465	98072478
chr4	120959339	120959352
chr2	127852579	127852592
chr9	128860619	128860632
chr3	136407080	136407093
chr4	139497643	139497656
chr1	150458693	150458706
chr2	201203360	201203373
chr18	3014412	3014425
chr12	52417977	52417990
chr3	155309042	155309055
chr1	203463023	203463036
chr10	13450299	13450312
chr2	16553460	16553473
chr16	22030590	22030603
chr18	59917637	59917650
chr4	74414577	74414590
chr4	84952219	84952232
chr1	15788242	15788255
chr19	38579541	38579554
chr15	43541951	43541964
chr5	92561329	92561342
chr8	101504797	101504810
chr8	121639261	121639274
chr2	196294232	196294245
chr12	116406726	116406739
chr2	224102263	224102276
chr17	62916746	62916759
chr14	23694707	23694720
chr2	201406605	201406618
chr1	222455652	222455665
chr10	63819989	63820002
chr12	131860888	131860901
chr11	9215483	9215496
chr14	69133270	69133283
chr5	72282245	72282258
chr12	75624037	75624050
chr10	102456062	102456075
chr7	115352692	115352705
chr3	5197778	5197791
chr7	11936088	11936101
chr4	94485801	94485814
chr9	109507593	109507606
chr2	23400908	23400921
chr19	29953574	29953587
chr6	56904843	56904856
chr1	58752792	58752805
chr4	129468808	129468821
chr17	12744535	12744548
chr2	82838147	82838160
chr4	102139518	102139531
chr4	129583971	129583984
chr8	30056476	30056489
chr11	30108042	30108055
chr3	170751270	170751283
chr1	207316760	207316773
chrX	24026147	24026160
chr5	66247323	66247336
chr6	74138204	74138217
chr5	159218733	159218746
chr3	186516844	186516857
chr5	57694113	57694126
chr8	30057516	30057529
chr15	67507516	67507529
chr8	102653666	102653679
chr8	119176980	119176993
chr18	45793468	45793481
chr4	48969037	48969050
chr20	51985132	51985145
chr3	59559913	59559926
chr5	138702648	138702661
chr13	27194430	27194443
chr3	27796693	27796706
chr9	35515950	35515963
chr10	62916305	62916318
chr17	75905890	75905903
chr3	186589953	186589966
chr5	10962366	10962379
chr4	11609939	11609952
chr12	15423866	15423879
chr5	50929359	50929372
chr2	64157952	64157965
chr2	101038767	101038780
chr10	121281790	121281803
chr8	121718614	121718627
chr6	150317931	150317944
chr17	77285347	77285360
chr14	94599336	94599349
chr6	104162514	104162527
chr3	111045641	111045654
chr3	188294274	188294287
chr17	7573692	7573705
chr9	21096514	21096527
chr16	23729931	23729944
chr2	47720256	47720269
chr15	91943169	91943182
chr3	165439927	165439940
chr6	21053798	21053811
chr16	56931964	56931977
chr4	175657784	175657797
chr8	23347308	23347321
chr10	28088100	28088113
chr17	44576979	44576992
chr18	60732334	60732347
chr12	65487877	65487890
chr17	71845668	71845681
chr14	94610288	94610301
chr1	180310311	180310324
chr17	16208094	16208107
chr14	30629631	30629644
chr19	44677729	44677742
chr6	125781107	125781120
chr16	76393	76406
chr11	14852751	14852764
chr9	88425626	88425639
chr7	124263640	124263653
chr4	145804239	145804252
chr2	199738907	199738920
chr18	7921434	7921447
chr9	22159266	22159279
chr20	37298783	37298796
chr15	48683135	48683148
chr8	103278084	103278097
chr12	122367055	122367068
chr3	187969114	187969127
chr12	14836457	14836470
chr2	64312584	64312597
chr9	91419459	91419472
chr4	97496554	97496567
chr10	103082964	103082977
chr2	178112276	178112289
chr12	1760832	1760845
chr15	83559436	83559449
chr9	107548501	107548514
chr1	212608736	212608749
chr9	91182597	91182610
chr2	119333520	119333533
chr4	14908760	14908773
chr17	37368789	37368802
chr11	67644198	67644211
chr20	10463698	10463711
chr19	15300840	15300853
chr9	33836433	33836446
chr6	52514707	52514720
chrX	106606753	106606766
chr11	110565491	110565504
chr4	112069273	112069286
chr6	145051863	145051876
chr3	4712256	4712269
chr11	13098342	13098355
chr15	40953260	40953273
chr12	47083077	47083090
chr2	53804327	53804340
chr12	70383685	70383698
chr4	70736105	70736118
chr11	78290426	78290439
chr16	84795615	84795628
chr6	125202101	125202114
chr18	22485930	22485943
chr8	28682758	28682771
chr7	74221069	74221082
chr13	113493518	113493531
chr8	116877801	116877814
chr2	200370066	200370079
chr12	42961702	42961715
chr2	45954377	45954390
chr18	63186698	63186711
chr6	139520731	139520744
chr6	151041078	151041091
chr12	321834	321847
chr7	32979451	32979464
chr3	56494925	56494938
chr14	103362018	103362031
chr5	126676321	126676334
chr5	127723797	127723810
chr4	136751146	136751159
chr6	157862036	157862049
chr20	14612579	14612592
chr9	21780121	21780134
chr22	35835765	35835778
chr22	41380468	41380481
chr20	57465050	57465063
chr5	68046693	68046706
chr13	75415987	75416000
chr1	76715643	76715656
chr9	84439421	84439434
chr4	89221377	89221390
chr12	116628423	116628436
chr10	119682262	119682275
chr1	156186569	156186582
chr4	160026892	160026905
chr6	3339098	3339111
chr14	56608829	56608842
chr14	90444467	90444480
chr9	108278533	108278546
chr7	115260554	115260567
chr2	119255874	119255887
chr1	8218838	8218851
chr17	8383350	8383363
chr20	17844734	17844747
chr2	25943816	25943829
chr14	34687413	34687426
chr1	45129212	45129225
chr19	45552261	45552274
chr12	56321802	56321815
chr12	69740045	69740058
chr7	99408884	99408897
chr11	108948755	108948768
chr11	118698705	118698718
chr7	123324454	123324467
chr6	138410535	138410548
chr3	18288408	18288421
chr18	22580419	22580432
chr8	25186522	25186535
chr10	25867457	25867470
chr10	28138381	28138394
chr10	28172081	28172094
chr12	39596187	39596200
chr7	41006826	41006839
chr17	41066331	41066344
chr13	46469874	46469887
chr17	59435437	59435450
chr17	81861086	81861099
chr9	98867878	98867891
chr14	101732323	101732336
chr6	119308271	119308284
chr5	143341978	143341991
chr1	2002012	2002025
chr10	4520164	4520177
chr8	8636112	8636125
chr17	50035514	50035527
chr18	59844152	59844165
chr4	112174323	112174336
chr1	232620689	232620702
chr2	8212400	8212413
chrX	24054660	24054673
chr15	79549451	79549464
chr7	106568937	106568950
chr16	19067967	19067980
chr20	45507637	45507650
chr2	46542328	46542341
chr10	76082376	76082389
chr9	83962468	83962481
chr7	116305714	116305727
chr3	150094662	150094675
chr11	5129506	5129519
chr12	8198116	8198129
chr12	10722231	10722244
chr12	13573879	13573892
chr6	32906686	32906699
chr15	40593954	40593967
chr12	49201524	49201537
chr10	49912614	49912627
chr4	55351126	55351139
chr17	75081094	75081107
chr10	77504669	77504682
chr7	94584335	94584348
chr9	136849186	136849199
chr2	177164786	177164799
chr2	12456607	12456620
chr20	63339650	63339663
chr2	63588868	63588881
chr12	76329392	76329405
chr11	101862535	101862548
chr10	111038089	111038102
chr10	114648610	114648623
chr7	121187905	121187918
chr9	126421006	126421019
chr5	150560561	150560574
chr2	161160951	161160964
chr1	180123647	180123660
chr3	189393840	189393853
chr17	1268011	1268024
chr3	15311727	15311740
chr1	38962677	38962690
chr1	62423963	62423976
chr3	69306681	69306694
chr4	74654430	74654443
chr17	79902683	79902696
chr5	80399894	80399907
chr1	108721420	108721433
chr10	110532806	110532819
chr1	112851845	112851858
chr4	173074701	173074714
chr1	202028754	202028767
chr6	54682136	54682149
chr11	72434667	72434680
chr10	97647773	97647786
chr4	117660833	117660846
chr5	121977227	121977240
chr20	17211238	17211251
chr6	17389621	17389634
chr11	19978909	19978922
chr21	34771755	34771768
chr22	39308924	39308937
chr12	88420661	88420674
chr10	104118217	104118230
chr9	105053355	105053368
chrX	110341515	110341528
chr5	134769384	134769397
chr1	181255756	181255769
chr2	193963605	193963618
chr12	25386321	25386334
chr17	27529475	27529488
chr17	38415485	38415498
chr6	43926937	43926950
chr13	44191572	44191585
chr12	47024147	47024160
chr5	53591992	53592005
chr5	59036466	59036479
chr11	67529617	67529630
chr14	70074083	70074096
chr6	85644204	85644217
chr10	89032443	89032456
chr5	124193736	124193749
chr8	125528989	125529002
chr3	186669848	186669861
chr2	230425571	230425584
chr22	20904814	20904827
chr1	36218320	36218333
chr14	39460238	39460251
chr1	51422203	51422216
chr17	72413459	72413472
chr9	112119736	112119749
chr4	135123824	135123837
chr5	480943	480956
chr7	37052902	37052915
chr11	66386239	66386252
chr18	70420272	70420285
chr10	104578177	104578190
chr2	112794321	112794334
chr20	23361982	23361995
chr2	54533206	54533219
chr17	59696175	59696188
chr2	65436637	65436650
chr12	65658578	65658591
chr5	74762829	74762842
chr5	83441959	83441972
chr10	92238947	92238960
chr14	100408400	100408413
chr1	110004060	110004073
chr4	110541367	110541380
chr12	120529179	120529192
chr5	121950093	121950106
chr2	10408423	10408436
